Datetime,Max_Temperature,Min_Temperature,Rainfall,Relative_Humidity
2017-01-10 22:00:00,29.8,22.3,0.0,84.0
2017-01-10 23:00:00,27.2,,0.0,77.0
2017-01-11 00:00:00,31.2,23.4,0.0,93.0
2017-01-11 01:00:00,28.8,22.3,0.0,82.0
2017-01-11 02:00:00,26.0,24.6,0.0,81.0
2017-01-11 03:00:00,25.1,23.8,0.0,93.0
2017-01-11 04:00:00,29.8,22.9,0.0,85.0
2017-01-11 05:00:00,29.0,22.3,0.0,77.0
2017-01-11 06:00:00,30.3,23.5,0.0,94.0
2017-01-11 07:00:00,29.4,24.9,0.0,78.0
2017-01-11 08:00:00,31.5,22.4,0.0,80.0
2017-01-11 09:00:00,26.8,22.3,0.0,84.0
2017-01-11 10:00:00,28.6,24.6,0.0,80.0
2017-01-11 11:00:00,31.8,24.6,0.0,93.0
2017-01-11 12:00:00,25.7,23.2,0.0,93.0
2017-01-11 13:00:00,27.4,24.6,0.0,92.0
2017-01-11 14:00:00,28.7,22.2,0.0,92.0
2017-01-11 15:00:00,30.3,23.7,0.0,93.0
2017-01-11 16:00:00,28.4,23.1,0.0,77.0
2017-01-11 17:00:00,29.3,23.2,0.0,79.0
2017-01-11 18:00:00,28.4,24.2,0.0,75.0
2017-01-11 19:00:00,31.2,24.2,0.0,80.0
2017-01-11 20:00:00,25.4,23.0,0.0,92.0
2017-01-11 21:00:00,29.5,22.2,0.0,86.0
2017-01-11 22:00:00,28.7,24.0,0.0,87.0
2017-01-11 23:00:00,29.9,23.8,0.0,90.0
2017-01-12 00:00:00,26.6,23.3,0.0,91.0
2017-01-12 01:00:00,29.0,24.1,0.0,78.0
2017-01-12 02:00:00,28.1,22.7,0.0,83.0
2017-01-12 03:00:00,31.4,23.4,0.0,77.0
2017-01-12 04:00:00,28.3,24.2,0.0,86.0
2017-01-12 05:00:00,26.3,22.3,0.0,76.0
2017-01-12 06:00:00,25.1,22.6,0.0,79.0
2017-01-12 07:00:00,28.9,23.6,0.0,78.0
2017-01-12 08:00:00,28.2,22.9,0.0,92.0
2017-01-12 09:00:00,30.0,23.2,0.0,92.0
2017-01-12 10:00:00,25.2,24.8,0.0,90.0
2017-01-12 11:00:00,27.6,22.7,0.0,84.0
2017-01-12 12:00:00,29.3,23.0,0.0,82.0
2017-01-12 13:00:00,25.6,23.6,0.0,83.0
2017-01-12 14:00:00,28.7,23.3,0.0,75.0
2017-01-12 15:00:00,26.2,22.5,0.0,86.0
2017-01-12 16:00:00,26.8,23.1,0.0,90.0
2017-01-12 17:00:00,31.9,23.1,0.0,79.0
2017-01-12 18:00:00,29.3,23.5,0.0,87.0
2017-01-12 19:00:00,26.5,23.9,0.0,76.0
2017-01-12 20:00:00,25.8,24.9,0.0,83.0
2017-01-12 21:00:00,29.7,24.2,0.0,81.0
2017-01-12 22:00:00,26.0,24.0,0.0,95.0
2017-01-12 23:00:00,28.8,22.5,0.0,94.0
2017-01-13 00:00:00,29.1,22.9,0.0,78.0
2017-01-13 01:00:00,28.3,22.0,0.0,79.0
2017-01-13 02:00:00,27.6,23.7,0.0,91.0
2017-01-13 03:00:00,26.9,22.8,0.0,87.0
2017-01-13 04:00:00,29.6,24.7,0.0,78.0
2017-01-13 05:00:00,25.7,23.7,0.0,86.0
2017-01-13 06:00:00,26.4,24.7,0.0,76.0
2017-01-13 07:00:00,30.7,24.3,0.0,79.0
2017-01-13 08:00:00,29.2,23.9,0.0,81.0
2017-01-13 09:00:00,26.2,24.0,0.0,76.0
2017-01-13 10:00:00,32.0,22.9,0.0,87.0
2017-01-13 11:00:00,28.5,23.3,0.0,90.0
2017-01-13 12:00:00,28.4,24.3,0.0,76.0
2017-01-13 13:00:00,30.5,24.2,0.0,80.0
2017-01-13 14:00:00,28.6,24.1,0.0,89.0
2017-01-13 15:00:00,27.1,23.3,0.0,76.0
2017-01-13 16:00:00,31.0,22.6,0.0,90.0
2017-01-13 17:00:00,25.9,24.1,0.0,91.0
2017-01-13 18:00:00,30.3,24.0,0.0,92.0
2017-01-13 19:00:00,31.4,22.3,0.0,92.0
2017-01-13 20:00:00,28.0,23.6,0.0,75.0
2017-01-13 21:00:00,25.7,24.5,0.0,87.0
2017-01-13 22:00:00,29.2,22.2,0.0,93.0
2017-01-13 23:00:00,25.4,24.2,0.0,95.0
2017-01-14 00:00:00,26.7,22.3,0.0,91.0
2017-01-14 01:00:00,30.5,22.6,0.0,86.0
2017-01-14 02:00:00,31.3,22.4,0.0,89.0
2017-01-14 03:00:00,29.1,22.3,0.0,93.0
2017-01-14 04:00:00,25.0,22.7,0.0,77.0
2017-01-14 05:00:00,25.2,23.1,0.0,81.0
2017-01-14 06:00:00,31.8,23.0,0.0,94.0
2017-01-14 07:00:00,30.3,24.4,0.0,82.0
2017-01-14 08:00:00,31.9,23.9,0.0,85.0
2017-01-14 09:00:00,26.8,23.6,0.0,88.0
2017-01-14 10:00:00,31.3,24.0,7.6,79.0
2017-01-14 11:00:00,29.5,24.1,0.0,85.0
2017-01-14 12:00:00,29.8,22.9,8.3,87.0
2017-01-14 13:00:00,25.5,23.7,0.0,93.0
2017-01-14 14:00:00,31.0,23.2,0.0,86.0
2017-01-14 15:00:00,31.9,24.4,0.0,77.0
2017-01-14 16:00:00,29.9,22.3,0.0,92.0
2017-01-14 17:00:00,26.7,23.3,0.0,81.0
2017-01-14 18:00:00,26.4,24.8,0.0,94.0
2017-01-14 19:00:00,31.7,23.5,0.0,78.0
2017-01-14 20:00:00,25.6,25.0,0.0,87.0
2017-01-14 21:00:00,26.7,23.3,0.0,79.0
2017-01-14 22:00:00,31.1,23.6,0.0,94.0
2017-01-14 23:00:00,30.8,22.9,0.0,87.0
2017-01-15 00:00:00,27.7,24.5,0.0,90.0
2017-01-15 01:00:00,25.7,22.2,0.0,79.0
2017-01-15 02:00:00,31.9,24.2,0.0,77.0
2017-01-15 03:00:00,26.1,22.6,0.0,82.0
2017-01-15 04:00:00,26.0,24.3,0.0,85.0
2017-01-15 05:00:00,27.0,22.4,0.0,81.0
2017-01-15 06:00:00,26.6,23.3,0.0,94.0
2017-01-15 07:00:00,27.8,23.9,0.0,88.0
2017-01-15 08:00:00,26.6,22.8,0.0,76.0
2017-01-15 09:00:00,29.7,23.0,0.0,83.0
2017-01-15 10:00:00,28.5,24.0,0.0,82.0
2017-01-15 11:00:00,27.0,22.2,0.0,89.0
2017-01-15 12:00:00,25.1,24.9,0.0,75.0
2017-01-15 13:00:00,30.4,24.0,0.0,79.0
2017-01-15 14:00:00,28.3,24.0,0.0,92.0
2017-01-15 15:00:00,30.0,24.6,0.0,93.0
2017-01-15 16:00:00,26.9,23.7,0.0,75.0
2017-01-15 17:00:00,29.8,23.0,0.0,89.0
2017-01-15 18:00:00,30.7,23.0,0.0,86.0
2017-01-15 19:00:00,31.7,22.3,0.0,89.0
2017-01-15 20:00:00,31.4,22.0,0.0,83.0
2017-01-15 21:00:00,31.1,23.7,0.0,88.0
2017-01-15 22:00:00,28.2,23.9,0.0,86.0
2017-01-15 23:00:00,27.1,22.9,9.3,82.0
2017-01-16 00:00:00,30.2,24.7,0.0,81.0
2017-01-16 01:00:00,29.7,23.5,0.0,89.0
2017-01-16 02:00:00,29.2,24.0,0.0,78.0
2017-01-16 03:00:00,31.4,24.7,0.0,87.0
2017-01-16 04:00:00,29.9,24.8,0.0,84.0
2017-01-16 05:00:00,25.6,24.4,0.0,87.0
2017-01-16 06:00:00,29.7,24.0,0.0,79.0
2017-01-16 07:00:00,28.2,22.6,0.0,75.0
2017-01-16 08:00:00,29.9,23.7,0.0,86.0
2017-01-16 09:00:00,29.4,24.1,0.0,91.0
2017-01-16 10:00:00,25.0,23.9,0.0,83.0
2017-01-16 11:00:00,27.0,23.6,0.0,87.0
2017-01-16 12:00:00,29.0,25.0,0.0,93.0
2017-01-16 13:00:00,31.9,23.6,0.0,81.0
2017-01-16 14:00:00,28.4,22.1,0.0,90.0
2017-01-16 15:00:00,28.1,22.2,0.0,94.0
2017-01-16 16:00:00,29.4,24.5,0.0,81.0
2017-01-16 17:00:00,30.5,24.8,0.0,92.0
2017-01-16 18:00:00,28.8,24.6,0.0,76.0
2017-01-16 19:00:00,29.1,23.3,0.0,76.0
2017-01-16 20:00:00,30.5,24.8,0.0,76.0
2017-01-16 21:00:00,25.3,24.1,0.0,79.0
2017-01-16 22:00:00,27.5,23.7,0.0,81.0
2017-01-16 23:00:00,31.3,22.5,8.7,82.0
2017-01-17 00:00:00,30.1,22.6,0.0,94.0
2017-01-17 01:00:00,29.0,24.9,0.0,93.0
2017-01-17 02:00:00,26.8,23.3,0.0,84.0
2017-01-17 03:00:00,28.9,22.6,0.0,89.0
2017-01-17 04:00:00,30.1,22.8,0.0,82.0
2017-01-17 05:00:00,27.7,24.1,0.0,75.0
2017-01-17 06:00:00,25.7,22.4,0.0,83.0
2017-01-17 07:00:00,32.0,22.8,1.1,93.0
2017-01-17 08:00:00,28.5,24.0,0.0,80.0
2017-01-17 09:00:00,26.5,23.5,0.0,81.0
2017-01-17 10:00:00,28.1,24.9,0.0,77.0
2017-01-17 11:00:00,27.7,24.3,0.0,89.0
2017-01-17 12:00:00,30.2,24.0,0.0,86.0
2017-01-17 13:00:00,25.9,24.1,0.0,84.0
2017-01-17 14:00:00,29.3,22.0,0.0,93.0
2017-01-17 15:00:00,25.9,23.8,0.0,91.0
2017-01-17 16:00:00,31.4,24.1,0.0,79.0
2017-01-17 17:00:00,31.8,22.6,0.0,82.0
2017-01-17 18:00:00,28.9,22.1,0.0,94.0
2017-01-17 19:00:00,29.9,23.9,0.0,80.0
2017-01-17 20:00:00,27.7,22.9,0.0,82.0
2017-01-17 21:00:00,28.4,24.6,0.0,85.0
2017-01-17 22:00:00,30.6,24.5,0.0,89.0
2017-01-17 23:00:00,28.8,22.3,0.0,89.0
2017-01-18 00:00:00,29.2,22.3,0.0,76.0
2017-01-18 01:00:00,31.8,23.3,0.0,84.0
2017-01-18 02:00:00,28.6,23.2,0.0,94.0
2017-01-18 03:00:00,26.1,22.6,0.0,75.0
2017-01-18 04:00:00,27.5,22.9,0.0,83.0
2017-01-18 05:00:00,31.7,22.2,0.0,78.0
2017-01-18 06:00:00,26.7,22.2,0.0,86.0
2017-01-18 07:00:00,27.5,24.7,0.0,90.0
2017-01-18 08:00:00,28.2,22.1,17.2,84.0
2017-01-18 09:00:00,31.0,23.5,0.0,84.0
2017-01-18 10:00:00,28.2,23.7,0.0,92.0
2017-01-18 11:00:00,28.3,24.7,0.0,92.0
2017-01-18 12:00:00,30.3,25.0,0.0,85.0
2017-01-18 13:00:00,27.8,23.4,0.0,85.0
2017-01-18 14:00:00,26.5,24.3,0.0,78.0
2017-01-18 15:00:00,31.1,24.1,0.0,81.0
2017-01-18 16:00:00,26.6,23.4,0.0,87.0
2017-01-18 17:00:00,26.1,24.7,0.0,78.0
2017-01-18 18:00:00,29.8,25.0,0.0,94.0
2017-01-18 19:00:00,28.1,22.3,0.0,79.0
2017-01-18 20:00:00,31.4,24.5,0.0,81.0
2017-01-18 21:00:00,31.2,22.8,0.0,84.0
2017-01-18 22:00:00,27.5,23.4,0.0,75.0
2017-01-18 23:00:00,30.7,24.6,0.0,81.0
2017-01-19 00:00:00,30.0,23.3,8.5,80.0
2017-01-19 01:00:00,25.7,24.9,0.0,95.0
2017-01-19 02:00:00,26.9,23.9,0.0,80.0
2017-01-19 03:00:00,30.0,23.8,0.0,78.0
2017-01-19 04:00:00,29.7,23.4,0.0,89.0
2017-01-19 05:00:00,30.3,22.9,0.0,94.0
2017-01-19 06:00:00,25.1,23.2,0.0,88.0
2017-01-19 07:00:00,25.4,24.8,0.0,82.0
2017-01-19 08:00:00,29.5,23.5,0.0,75.0
2017-01-19 09:00:00,26.0,24.8,0.0,78.0
2017-01-19 10:00:00,29.0,24.9,0.0,82.0
2017-01-19 11:00:00,31.5,22.1,0.0,84.0
2017-01-19 12:00:00,25.6,23.2,18.8,88.0
2017-01-19 13:00:00,30.4,22.9,0.0,82.0
2017-01-19 14:00:00,31.4,22.3,0.0,87.0
2017-01-19 15:00:00,26.5,22.2,0.0,85.0
2017-01-19 16:00:00,31.8,24.5,0.0,92.0
2017-01-19 17:00:00,28.7,22.3,0.0,78.0
2017-01-19 18:00:00,25.4,22.7,0.0,82.0
2017-01-19 19:00:00,28.1,23.9,0.0,95.0
2017-01-19 20:00:00,31.0,24.5,0.0,88.0
2017-01-19 21:00:00,25.1,23.2,0.0,77.0
2017-01-19 22:00:00,30.4,23.5,0.0,82.0
2017-01-19 23:00:00,25.0,23.2,0.0,91.0
2017-01-20 00:00:00,25.5,22.1,0.0,91.0
2017-01-20 01:00:00,30.9,24.3,0.0,81.0
2017-01-20 02:00:00,29.1,24.2,0.0,85.0
2017-01-20 03:00:00,31.1,22.4,0.0,77.0
2017-01-20 04:00:00,31.1,24.5,0.0,88.0
2017-01-20 05:00:00,31.8,23.9,0.0,82.0
2017-01-20 06:00:00,26.6,24.9,0.0,84.0
2017-01-20 07:00:00,27.2,23.0,0.0,90.0
2017-01-20 08:00:00,27.0,24.2,0.0,81.0
2017-01-20 09:00:00,27.3,23.7,0.0,83.0
2017-01-20 10:00:00,32.0,24.3,0.0,79.0
2017-01-20 11:00:00,30.0,23.8,0.0,84.0
2017-01-20 12:00:00,28.4,22.6,0.0,90.0
2017-01-20 13:00:00,26.8,22.3,0.0,88.0
2017-01-20 14:00:00,27.6,22.5,0.0,95.0
2017-01-20 15:00:00,31.2,24.9,0.0,93.0
2017-01-20 16:00:00,27.1,24.4,0.0,81.0
2017-01-20 17:00:00,30.0,24.0,0.0,80.0
2017-01-20 18:00:00,27.5,23.4,0.0,90.0
2017-01-20 19:00:00,27.3,22.1,0.0,79.0
2017-01-20 20:00:00,26.8,23.3,0.0,89.0
2017-01-20 21:00:00,26.0,23.7,0.0,78.0
2017-01-20 22:00:00,27.4,24.1,0.0,83.0
2017-01-20 23:00:00,27.1,22.4,0.0,75.0
2017-01-21 00:00:00,27.5,23.0,0.0,89.0
2017-01-21 01:00:00,31.9,24.6,0.0,91.0
2017-01-21 02:00:00,31.5,24.7,0.0,91.0
2017-01-21 03:00:00,31.5,22.0,0.0,79.0
2017-01-21 04:00:00,30.0,23.7,0.0,94.0
2017-01-21 05:00:00,32.0,22.3,0.0,82.0
2017-01-21 06:00:00,25.2,23.1,4.5,91.0
2017-01-21 07:00:00,29.5,24.2,0.0,90.0
2017-01-21 08:00:00,30.1,23.4,0.0,80.0
2017-01-21 09:00:00,30.7,22.3,0.0,76.0
2017-01-21 10:00:00,26.3,24.8,0.0,81.0
2017-01-21 11:00:00,29.9,24.8,0.0,88.0
2017-01-21 12:00:00,31.2,23.3,0.0,91.0
2017-01-21 13:00:00,25.9,23.3,0.0,83.0
2017-01-21 14:00:00,27.2,22.0,0.0,86.0
2017-01-21 15:00:00,27.5,24.3,0.0,80.0
2017-01-21 16:00:00,30.0,23.8,0.0,85.0
2017-01-21 17:00:00,29.4,22.6,0.0,75.0
2017-01-21 18:00:00,27.8,23.5,0.0,85.0
2017-01-21 19:00:00,29.4,23.5,0.0,88.0
2017-01-21 20:00:00,27.5,23.9,0.0,77.0
2017-01-21 21:00:00,27.5,24.5,0.0,78.0
2017-01-21 22:00:00,30.5,24.0,0.0,92.0
2017-01-21 23:00:00,27.3,23.3,0.0,84.0
2017-01-22 00:00:00,30.4,23.3,0.0,84.0
2017-01-22 01:00:00,29.8,23.5,0.0,90.0
2017-01-22 02:00:00,31.6,23.4,0.0,80.0
2017-01-22 03:00:00,25.9,24.0,0.0,83.0
2017-01-22 04:00:00,30.0,24.9,0.0,87.0
2017-01-22 05:00:00,26.0,23.6,0.0,91.0
2017-01-22 06:00:00,31.1,24.9,0.0,85.0
2017-01-22 07:00:00,30.5,22.4,0.0,76.0
2017-01-22 08:00:00,27.6,23.1,0.0,87.0
2017-01-22 09:00:00,29.9,22.7,0.0,82.0
2017-01-22 10:00:00,26.9,23.3,0.0,82.0
2017-01-22 11:00:00,29.8,24.2,0.0,84.0
2017-01-22 12:00:00,28.6,22.8,0.0,83.0
2017-01-22 13:00:00,26.8,22.9,0.0,75.0
2017-01-22 14:00:00,28.7,22.6,0.0,92.0
2017-01-22 15:00:00,29.5,23.3,0.0,79.0
2017-01-22 16:00:00,31.8,23.5,0.0,95.0
2017-01-22 17:00:00,27.5,23.2,0.0,87.0
2017-01-22 18:00:00,27.3,23.0,0.0,86.0
2017-01-22 19:00:00,28.6,23.4,0.0,88.0
2017-01-22 20:00:00,26.6,22.6,0.0,94.0
2017-01-22 21:00:00,25.1,22.9,0.0,81.0
2017-01-22 22:00:00,26.4,22.2,0.0,75.0
2017-01-22 23:00:00,29.1,22.8,0.0,94.0
2017-01-23 00:00:00,25.6,24.6,0.0,83.0
2017-01-23 01:00:00,30.3,23.3,7.4,83.0
2017-01-23 02:00:00,28.5,23.5,0.0,80.0
2017-01-23 03:00:00,28.8,24.9,0.0,91.0
2017-01-23 04:00:00,29.5,23.2,0.0,79.0
2017-01-23 05:00:00,27.3,22.9,0.0,87.0
2017-01-23 06:00:00,26.7,22.3,0.0,75.0
2017-01-23 07:00:00,25.6,23.8,0.0,87.0
2017-01-23 08:00:00,31.3,23.0,0.0,95.0
2017-01-23 09:00:00,27.3,24.9,0.0,76.0
2017-01-23 10:00:00,25.0,24.0,0.0,86.0
2017-01-23 11:00:00,27.2,24.9,0.0,95.0
2017-01-23 12:00:00,28.3,23.1,0.0,84.0
2017-01-23 13:00:00,25.2,23.9,0.0,92.0
2017-01-23 14:00:00,26.7,24.4,0.0,93.0
2017-01-23 15:00:00,27.6,23.1,0.0,78.0
2017-01-23 16:00:00,28.7,24.7,0.0,82.0
2017-01-23 17:00:00,26.1,23.7,0.0,95.0
2017-01-23 18:00:00,29.4,23.3,0.0,94.0
2017-01-23 19:00:00,26.2,23.3,0.0,77.0
2017-01-23 20:00:00,27.1,23.7,0.0,85.0
2017-01-23 21:00:00,29.7,24.0,0.0,81.0
2017-01-23 22:00:00,27.5,24.1,0.0,95.0
2017-01-23 23:00:00,30.6,22.0,0.0,85.0
2017-01-24 00:00:00,26.9,22.8,0.0,93.0
2017-01-24 01:00:00,26.9,24.3,0.0,84.0
2017-01-24 02:00:00,27.6,24.7,0.0,87.0
2017-01-24 03:00:00,28.4,22.7,0.0,90.0
2017-01-24 04:00:00,30.8,24.5,0.0,87.0
2017-01-24 05:00:00,31.4,23.6,0.0,88.0
2017-01-24 06:00:00,30.5,23.7,0.0,87.0
2017-01-24 07:00:00,28.8,23.8,0.0,83.0
2017-01-24 08:00:00,29.1,24.1,0.0,93.0
2017-01-24 09:00:00,31.5,23.1,0.0,90.0
2017-01-24 10:00:00,31.9,23.4,0.0,93.0
2017-01-24 11:00:00,31.8,22.0,0.0,83.0
2017-01-24 12:00:00,28.9,23.0,0.0,93.0
2017-01-24 13:00:00,25.8,23.2,0.0,95.0
2017-01-24 14:00:00,28.0,23.7,0.0,88.0
2017-01-24 15:00:00,28.4,24.6,0.0,78.0
2017-01-24 16:00:00,25.4,24.9,0.0,76.0
2017-01-24 17:00:00,29.2,24.1,0.0,85.0
2017-01-24 18:00:00,25.3,22.1,0.0,94.0
2017-01-24 19:00:00,25.2,24.8,0.0,82.0
2017-01-24 20:00:00,27.5,23.3,0.0,81.0
2017-01-24 21:00:00,25.9,24.1,0.0,81.0
2017-01-24 22:00:00,25.9,24.6,0.0,84.0
2017-01-24 23:00:00,25.9,23.1,17.4,84.0
2017-01-25 00:00:00,25.4,24.9,0.0,79.0
2017-01-25 01:00:00,26.7,22.8,0.0,75.0
2017-01-25 02:00:00,25.6,24.9,0.0,88.0
2017-01-25 03:00:00,26.1,24.1,0.0,86.0
2017-01-25 04:00:00,30.6,24.6,0.0,76.0
2017-01-25 05:00:00,30.4,23.8,0.0,85.0
2017-01-25 06:00:00,25.5,24.8,0.0,75.0
2017-01-25 07:00:00,25.3,24.5,0.0,77.0
2017-01-25 08:00:00,27.3,23.5,0.0,77.0
2017-01-25 09:00:00,30.7,24.5,0.0,85.0
2017-01-25 10:00:00,27.4,22.6,0.0,75.0
2017-01-25 11:00:00,30.7,23.6,0.0,82.0
2017-01-25 12:00:00,29.3,22.2,0.0,88.0
2017-01-25 13:00:00,26.2,22.1,0.0,80.0
2017-01-25 14:00:00,30.0,22.1,0.0,94.0
2017-01-25 15:00:00,28.8,23.8,0.0,85.0
2017-01-25 16:00:00,31.3,22.6,0.0,76.0
2017-01-25 17:00:00,28.7,22.0,0.0,93.0
2017-01-25 18:00:00,27.5,24.3,0.0,88.0
2017-01-25 19:00:00,31.5,24.6,0.0,81.0
2017-01-25 20:00:00,30.2,24.9,0.0,90.0
2017-01-25 21:00:00,28.9,23.1,0.0,83.0
2017-01-25 22:00:00,28.1,22.2,0.0,79.0
2017-01-25 23:00:00,28.2,22.4,0.0,76.0
2017-01-26 00:00:00,30.4,22.8,0.0,78.0
2017-01-26 01:00:00,26.2,23.0,0.0,85.0
2017-01-26 02:00:00,28.5,24.5,0.0,78.0
2017-01-26 03:00:00,29.5,22.8,0.0,76.0
2017-01-26 04:00:00,28.0,23.1,0.0,85.0
2017-01-26 05:00:00,28.1,23.0,0.0,75.0
2017-01-26 06:00:00,30.3,23.8,0.0,86.0
2017-01-26 07:00:00,31.4,22.3,0.0,78.0
2017-01-26 08:00:00,26.4,22.2,0.0,83.0
2017-01-26 09:00:00,29.5,22.2,0.0,84.0
2017-01-26 10:00:00,28.9,24.0,5.6,82.0
2017-01-26 11:00:00,26.5,22.4,0.0,78.0
2017-01-26 12:00:00,25.1,24.5,0.0,81.0
2017-01-26 13:00:00,30.0,23.2,0.0,81.0
2017-01-26 14:00:00,26.9,22.9,6.4,86.0
2017-01-26 15:00:00,27.2,23.2,0.0,91.0
2017-01-26 16:00:00,29.0,22.4,0.0,83.0
2017-01-26 17:00:00,29.4,23.3,11.7,82.0
2017-01-26 18:00:00,25.9,24.5,0.0,79.0
2017-01-26 19:00:00,28.2,24.4,0.0,84.0
2017-01-26 20:00:00,28.3,24.9,0.0,89.0
2017-01-26 21:00:00,29.8,22.1,0.0,92.0
2017-01-26 22:00:00,26.0,23.4,0.0,87.0
2017-01-26 23:00:00,29.7,22.3,0.0,87.0
2017-01-27 00:00:00,29.0,24.9,0.0,78.0
2017-01-27 01:00:00,29.4,22.5,0.0,88.0
2017-01-27 02:00:00,26.9,23.0,0.0,90.0
2017-01-27 03:00:00,26.7,24.0,0.0,77.0
2017-01-27 04:00:00,29.8,23.7,0.0,88.0
2017-01-27 05:00:00,30.8,22.2,0.0,82.0
2017-01-27 06:00:00,30.2,24.7,0.0,79.0
2017-01-27 07:00:00,27.2,22.3,0.0,88.0
2017-01-27 08:00:00,31.3,22.2,0.0,94.0
2017-01-27 09:00:00,29.1,24.2,0.0,84.0
2017-01-27 10:00:00,26.9,23.1,0.0,89.0
2017-01-27 11:00:00,30.6,23.2,0.0,81.0
2017-01-27 12:00:00,26.4,22.9,0.0,89.0
2017-01-27 13:00:00,27.5,24.3,0.0,78.0
2017-01-27 14:00:00,27.9,24.5,0.0,80.0
2017-01-27 15:00:00,29.7,23.9,0.0,93.0
2017-01-27 16:00:00,27.7,23.9,0.0,95.0
2017-01-27 17:00:00,26.1,24.7,0.0,75.0
2017-01-27 18:00:00,29.7,23.9,12.2,79.0
2017-01-27 19:00:00,27.9,24.6,0.0,92.0
2017-01-27 20:00:00,28.3,24.1,0.0,80.0
2017-01-27 21:00:00,28.3,24.9,0.0,92.0
2017-01-27 22:00:00,27.0,22.5,0.0,95.0
2017-01-27 23:00:00,30.0,23.4,0.0,89.0
2017-01-28 00:00:00,27.0,24.0,0.0,94.0
2017-01-28 01:00:00,27.9,23.6,0.0,95.0
2017-01-28 02:00:00,26.9,23.2,0.0,93.0
2017-01-28 03:00:00,31.2,23.7,0.0,88.0
2017-01-28 04:00:00,26.7,22.6,16.4,93.0
2017-01-28 05:00:00,28.7,24.2,0.0,83.0
2017-01-28 06:00:00,31.5,22.4,0.0,79.0
2017-01-28 07:00:00,27.1,23.9,0.0,87.0
2017-01-28 08:00:00,30.5,22.5,0.0,82.0
2017-01-28 09:00:00,31.4,23.4,0.0,89.0
2017-01-28 10:00:00,31.0,24.5,0.0,91.0
2017-01-28 11:00:00,28.6,22.8,19.4,91.0
2017-01-28 12:00:00,26.8,24.8,0.0,90.0
2017-01-28 13:00:00,26.2,22.4,0.0,95.0
2017-01-28 14:00:00,30.8,24.5,0.0,85.0
2017-01-28 15:00:00,26.7,24.0,0.0,85.0
2017-01-28 16:00:00,27.8,24.5,0.0,78.0
2017-01-28 17:00:00,30.8,22.6,0.0,91.0
2017-01-28 18:00:00,31.5,23.7,0.0,78.0
2017-01-28 19:00:00,25.1,24.8,0.0,77.0
2017-01-28 20:00:00,28.0,24.0,0.0,81.0
2017-01-28 21:00:00,27.0,24.3,0.0,89.0
2017-01-28 22:00:00,26.0,23.1,0.0,78.0
2017-01-28 23:00:00,29.4,23.1,0.0,79.0
2017-01-29 00:00:00,30.7,24.3,0.0,93.0
2017-01-29 01:00:00,27.8,24.9,0.0,81.0
2017-01-29 02:00:00,30.7,23.4,0.0,87.0
2017-01-29 03:00:00,28.5,24.9,0.0,76.0
2017-01-29 04:00:00,29.2,23.1,18.3,92.0
2017-01-29 05:00:00,26.6,23.9,0.0,88.0
2017-01-29 06:00:00,28.6,24.8,0.0,89.0
2017-01-29 07:00:00,29.9,24.6,0.0,79.0
2017-01-29 08:00:00,30.4,23.4,0.0,85.0
2017-01-29 09:00:00,30.3,24.4,0.0,89.0
2017-01-29 10:00:00,27.1,23.1,0.0,78.0
2017-01-29 11:00:00,31.6,23.0,0.0,93.0
2017-01-29 12:00:00,28.0,24.4,0.0,86.0
2017-01-29 13:00:00,26.2,24.2,0.0,91.0
2017-01-29 14:00:00,27.7,22.4,0.0,81.0
2017-01-29 15:00:00,27.2,22.8,0.0,87.0
2017-01-29 16:00:00,30.4,25.0,0.0,77.0
2017-01-29 17:00:00,31.0,24.5,0.0,79.0
2017-01-29 18:00:00,31.1,23.3,0.0,75.0
2017-01-29 19:00:00,25.0,22.5,15.3,85.0
2017-01-29 20:00:00,25.8,,0.0,93.0
2017-01-29 21:00:00,30.8,23.4,0.0,92.0
2017-01-29 22:00:00,25.0,23.7,0.0,90.0
2017-01-29 23:00:00,25.3,24.6,0.0,84.0
2017-01-30 00:00:00,27.3,23.6,0.0,87.0
2017-01-30 01:00:00,28.5,22.4,0.0,92.0
2017-01-30 02:00:00,31.3,23.6,0.0,83.0
2017-01-30 03:00:00,30.5,23.7,0.0,77.0
2017-01-30 04:00:00,26.9,22.5,0.0,81.0
2017-01-30 05:00:00,28.6,22.7,0.0,87.0
2017-01-30 06:00:00,29.6,23.7,0.0,95.0
2017-01-30 07:00:00,26.0,22.2,0.0,77.0
2017-01-30 08:00:00,30.3,23.9,0.0,78.0
2017-01-30 09:00:00,30.4,22.3,0.0,82.0
2017-01-30 10:00:00,27.3,24.2,0.0,88.0
2017-01-30 11:00:00,27.4,24.1,0.0,84.0
2017-01-30 12:00:00,28.7,24.6,0.0,75.0
2017-01-30 13:00:00,26.6,22.4,0.0,82.0
2017-01-30 14:00:00,25.7,23.9,0.0,93.0
2017-01-30 15:00:00,28.4,23.8,0.0,93.0
2017-01-30 16:00:00,28.1,23.1,0.0,89.0
2017-01-30 17:00:00,29.9,24.0,0.0,84.0
2017-01-30 18:00:00,28.4,25.0,0.0,78.0
2017-01-30 19:00:00,31.3,23.4,0.0,94.0
2017-01-30 20:00:00,26.1,24.2,13.4,84.0
2017-01-30 21:00:00,27.2,23.4,0.0,89.0
2017-01-30 22:00:00,26.7,22.6,0.0,85.0
